idi_tuaria,idseq,cdi_tuaria,nome,tipo,cdbigrama,cdtrigrama,cdterminal,situacao,gestao,modalidade,companhia,cnpj,legislacao,pro_didade,endereco,com_emento,numero,bairro,cep,idcidade,cidade,idestado,estado,idr_rafica,reg_rafica,loc_izacao,latitude,longitude,observacao,fonte,cdc_troide,NOTerminal,CNPJInstal,RazaoSocia,CNPJEmpres,RazaoSoc_1,IDTipoOuto,NOTipoOuto,IDTipoTerm,NOTipoTerm,NROutorga,DTOutorga,STTerminal,TPTerminal,VLMontante,DSSituacao,TPInstalac,NRTLO,DTTLO,NRInstrume,NRProcesso,layer,path
"300419","0",BRMS012,Marina do Gelson,Registro - Instalação de apoio,BR,BRM,BRMS012,Em Operação,Privada,Registro - Instalação de apoio,FAORO E FAORO LTDA,"03790926000116",Res. 6986/2019,,Rua Aquidauana,Margem direita do rio Paraguai,"1",Vila Mamona,"79304160","5003207",,,,,,Paraguai,"-18.999","-57.629",Cadastro GAP 19/09/2019,Antaq,,Marina do Gelson,3790926000116,FAORO E FAORO LTDA,3790926000116,FAORO E FAORO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6986/2019,2019-06-25 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300420","0",BRPA039,G. C. Rodrigues,Registro - Instalação de apoio,BR,BRP,BRPA039,Em Operação,Privada,Registro - Instalação de apoio,G C RODRIGUES - EPP,"02987718000149",Res. 6281/2018,,Av. Bernardo Sayão,,"3704",Condor,"66065120","1501402",,,,,,Pará,"-1.431","-48.493",Cadastro atualizado pela GAP em 14/08/2018,Antaq,,G. C. Rodrigues,2987718000149,G C RODRIGUES - EPP,2987718000149,G C RODRIGUES - EPP,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6281/2018,2018-08-14 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300421","0",BRPA049,Cruz Tavares Transportadora,Registro - Instalação de apoio,BR,BRP,BRPA049,Em Operação,Privada,Registro - Instalação de apoio,CRUZ TAVARES TRANSPORTADORA LTDA - ME,"10730556000197",Res. 6273/2018,,RODOVIA TRANSAMAZÔNICA,1º andar sala A,"50",FLORESTA,"68180010","1503606",,,,,,Tapajós,"-4.283","-56.021",Cadasto atualizado pela GAP em 14/08/2018,Antaq,,Cruz Tavares Transportadora,10730556000197,CRUZ TAVARES TRANSPORTADORA LTDA - ME,10730556000197,CRUZ TAVARES TRANSPORTADORA LTDA - ME,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6273/2018,2018-08-14 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300422","0",BRPA055,Porto Samal,Registro - Instalação de apoio,BR,BRP,BRPA055,Em Operação,Privada,Registro - Instalação de apoio,I P DE ALMEIDA TRANSPORTES E SERVICOS - EPP,"12191950000120",Res. 6671/2019,,Rua da Samal,"Estrada Maracacuera, Km 5","450",Icoaraci,"66815140","1501402",,,,,,Guamá,"-1.295","-48.434",ATUALIZAÇÃO GAP 25/02/2019,Antaq,,Porto Samal,12191950000120,I P DE ALMEIDA TRANSPORTES E SERVICOS - EPP,12191950000120,I P DE ALMEIDA TRANSPORTES E SERVICOS - EPP,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6671/2019,2019-02-11 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300424","0",BRPA069,Itaipava Icoaraci Belém,Registro - Instalação de apoio,BR,BRP,BRPA069,Em Operação,Privada,Registro - Instalação de apoio,ITAIPAVA S/A,"27078567006178",Res. 6591/2018,,Travessa Soledade,Galpão C,"36",Distrito Icoaraci,"66812030","1501402",,,,,,Guamá,"-1.31142","-48.4875",Processo nº 50300.010572/2017-47.,Antaq,,Itaipava Icoaraci Belém,27078567006178,ITAIPAVA S/A,27078567000137,ITAIPAVA S.A,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6591/2018,2018-12-04 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6591",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300425","0",BRPA070,Terminal Itaipava Santarém,Registro - Instalação de apoio,BR,BRP,BRPA070,Em Operação,Privada,Registro - Instalação de apoio,ITAIPAVA S/A,"27078567005872",Res. 6577/2018,,Av Antonio Simões,,"589",Prainha,"68010380","1506807",,,,,,Amazonas,"-2.42893","-54.6958",Processo 50300.010571/2017-01.,Antaq,,Terminal Itaipava Santarém,27078567005872,ITAIPAVA S/A,27078567000137,ITAIPAVA S.A,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6577/2018,2018-12-03 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6577",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300426","0",BRPA074,Porto da Rio Preto,Registro - Instalação de apoio,BR,BRP,BRPA074,Em Operação,Privada,Registro - Instalação de apoio,INDUSTRIA E COMERCIO DE CONSERVAS RIO PRETO,"05849872000142",Res. 5501/2017,,Av. Bernardo Sayão,próximo a Praça Princesa Isabel,"3590",Condor,"66065120","1501402",,,,,,Guamá,"-1.476","-48.474",Incluído pela GAP em 03/07/2017.,Antaq,,Porto da Rio Preto,5849872000142,INDUSTRIA E COMERCIO DE CONSERVAS RIO PRETO LTDA,5849872000142,INDUSTRIA E COMERCIO DE CONSERVAS RIO PRETO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5501/2017,2017-06-29 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5501",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300427","0",BRPA076,Porto Sousa Sobrinho,Registro - Instalação de apoio,BR,BRP,BRPA076,Em Operação,Privada,Registro - Instalação de apoio,LAIANE PINHEIRO DE SOUSA,"25039824000104",Res. 5695/2017,,Av. Bernardo Sayão,,"1900",Jurunas,"66025210","1501402",,,,,,Pará,"-1.477","-48.489","Resolução 5695/2017 - DOU 03/10/2017
Cadastro realizado pela GA",Antaq,,Porto Sousa Sobrinho,25039824000104,LAIANE PINHEIRO DE SOUSA,25039824000104,LAIANE PINHEIRO DE SOUSA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5695/2017,2017-10-03 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5695",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300428","0",BRPA077,Deck Panorâmico Gold Mar,Registro - Instalação de apoio,BR,BRP,BRPA077,Em Operação,Privada,Registro - Instalação de apoio,GOLD MAR HOTEL E TURISMO EIRELI - EPP,"08814232000195",Res. 5595/2017,,Rua Professor Nelson Ribeiro,,"132",Telégrafo,"66050420","1501402",,,,,,Baía do Guajará,"-1.431","-48.493",,Antaq,,Deck Panorâmico Gold Mar,8814232000195,GOLD MAR HOTEL E TURISMO EIRELI - EPP,8814232000195,GOLD MAR HOTEL E TURISMO EIRELI - EPP,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5595/2017,2017-08-04 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5595",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300429","0",BRPA078,Porto da Sociedade Bíblica do Brasil,Registro - Instalação de apoio,BR,BRP,BRPA078,Em Operação,Privada,Registro - Instalação de apoio,SOCIEDADE BIBLICA DO BRASIL,"33579376000666",Res. 5657/2017,,Avenida Bernardo Sayão,,"4618",Guamá,"66075150","1501402",,,,,,Guamá,"-1.476","-48.466",,Antaq,,Porto da Sociedade Bíblica do Brasil,33579376000666,SOCIEDADE BIBLICA DO BRASIL,33579376000666,SOCIEDADE BIBLICA DO BRASIL,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5657/2017,2017-09-18 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5657",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300430","0",BRPA079,Amarena Apoio Portuário Turismo e Reparo Naval,Registro - Estação de transbordo de carg,BR,BRP,BRPA079,Em Operação,Privada,Registro - Estação de transbordo de cargas,AMARENA APOIO PORTUÁRIO TURISMO E REPARO NAV,"03391334000121",Res. 5733/2017,,Rodovia Artur Bernardes,,"1458",Telégrafo sem Fio,"66115000","1501402",,,,,,Baía do Guajará,"-1.413","-48.495","Informações inserida pela GAP em 25/10/2017.
Objeto de registro",Antaq,,Amarena Apoio Portuário Turismo e Reparo Naval,3391334000121,AMARENA APOIO PORTUÁRIO TURISMO E REPARO NAVAL LTDA.,3391334000121,AMARENA APOIO PORTUÁRIO TURISMO E REPARO NAVAL LTDA.,"9",Registro (RN 13/2016),"17",Registro - Estação de transbordo de cargas,Res. 5733/2017,2017-10-25 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5733",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300431","0",BRPA080,Hermar Log,Registro - Instalação de apoio,BR,BRP,BRPA080,Em Operação,Privada,Registro - Instalação de apoio,GRÃO PARÁ - NAVEGAÇÃO E CONSTRUÇÃO NAVAL LTD,"84137322000177",Res. 5697/2017,,Av. Bernardo Sayão,,"3852",Condor,"66065120","1501402",,,,,,Pará,"-1.476","-48.474","Processo: 50300.000840/2017-12
Inserido pela GAP em 27/10/2017",Antaq,,Hermar Log,84137322000177,GRÃO PARÁ - NAVEGAÇÃO E CONSTRUÇÃO NAVAL LTDA.,84137322000177,GRÃO PARÁ - NAVEGAÇÃO E CONSTRUÇÃO NAVAL LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5697/2017,2017-10-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5697",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300432","0",BRPA081,Marinas do Porto,Registro - Instalação de apoio,BR,BRP,BRPA081,Em Operação,Privada,Registro - Instalação de apoio,MARINA M. DA SILVA INDUSTRIA E COMERCIO DE C,"17343892000126",Res. 5786/2017,,Av. Bernardo Sayão,letra B,"4248",Condor,"66065122","1501402",,,,,,Pará,"-1.476","-48.473","Processo: 50300.001600/2017-35 
SEI: 0355815",Antaq,,Marinas do Porto,17343892000126,MARINA M. DA SILVA INDUSTRIA E COMERCIO DE CONSERVAS LTDA,17343892000126,MARINA M. DA SILVA INDUSTRIA E COMERCIO DE CONSERVAS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5786/2017,2017-11-16 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5786",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300433","0",BRPA082,Porto Amazonas,Registro - Instalação de apoio,BR,BRP,BRPA082,Em Operação,Privada,Registro - Instalação de apoio,"AMAZON NAVEGAÇÃO, TURISMO, TRANSPORTE DE PAS","10486606000132",Res. 5785/2017,,"Boulevard Castolhos França , Praça do Pescador",,,Guaimá,"66065340","1501402",,,,,,Pará,"-1.45","-48.502","Processo: 50300.003784/2017-78
SEI: 0314242",Antaq,,Porto Amazonas,10486606000132,"AMAZON NAVEGAÇÃO, TURISMO, TRANSPORTE DE PASSAGEIROS LTDA",10486606000132,"AMAZON NAVEGAÇÃO, TURISMO, TRANSPORTE DE PASSAGEIROS LTDA","9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5785/2017,2017-11-16 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5785",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300434","0",BRPA083,Delima Belém,Registro - Instalação de apoio,BR,BRP,BRPA083,Em Operação,Privada,Registro - Instalação de apoio,DELIMA COMERCIO E NAVEGACAO LTDA,"05089941000833",Res. 7868/2020,,Rodovia Arthur Bernades,,"1771",Telégrafo,"66115000","1501402",,,,,,Pará,"-1.41167","-48.4942","Processo: 50300.002979/2017-09

20/01/2021 - Atualização GAP:",Antaq,,Delima Belém,5089941000833,DELIMA COMERCIO E NAVEGACAO LTDA,5089941000833,DELIMA COMERCIO E NAVEGACAO LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 7868/2020,2020-07-08 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"7868",50300.002979/2017-09,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300435","0",BRPA085,Porto Unirios II,Registro - Instalação de apoio,BR,BRP,BRPA085,Em Operação,Privada,Registro - Instalação de apoio,UNIRIOS RODOFLUVIAL E LOGÍSTICA LTDA,"83346932000207",Res. 5863/2017,,Trav Araguarina,,"177",Prainha,"68005200","1506807",,,,,,Tapajós,"-2.424","-54.7",Cadastro emitido pela GAP em 07/03/2018,Antaq,,Porto Unirios II,83346932000207,UNIRIOS RODOFLUVIAL E LOGÍSTICA LTDA,83346932000118,UNIRIOS RODOFLUVIAL E LOGÍSTICA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 5863/2017,2017-12-26 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5863",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300436","0",BRPA086,Reicon-Belém,Registro - Terminal de uso privado,BR,BRP,BRPA086,Em Operação,Privada,Registro - Terminal de uso privado,"REBELO INDÚSTRIA, COMÉRCIO E NAVEGAÇÃO LTDA.","05685961000109",Res. 5876/2018,,Rodovia Arthur Bernardes,,"605",Telégrafo,"66115000","1501402",,,,,,Baía do Guajará,"-1.354","-48.47","REGISTRO DENTRO DO PORTO ORGANIZADO DE BELÉM.
",Antaq,,Reicon-Belém,5685961000109,"REBELO INDÚSTRIA, COMÉRCIO E NAVEGAÇÃO LTDA.",5685961000109,"REBELO INDÚSTRIA, COMÉRCIO E NAVEGAÇÃO LTDA.","9",Registro (RN 13/2016),"18",Registro - Terminal de uso privado,Res. 5876/2018,2018-01-26 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"5876",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300437","0",BRPA087,Porto Nals Navegação Apoio Logístico e Serviços,Registro - Estaleiro,BR,BRP,BRPA087,Em Operação,Privada,Registro - Estaleiro,NELSON QUARESMA RODRIGUES,"22958219000130",Res. 6069/2018,,Rodovia Arthur Bernardes,,"1500",Paracuri,"66814000","1501402",,,,,,Pará,"-1.3","-48.491",Cadastro realizado pela GAP em 08/05/2018,Antaq,,Porto Nals Navegação Apoio Logístico e Serviços,22958219000130,NELSON QUARESMA RODRIGUES,22958219000130,NELSON QUARESMA RODRIGUES,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 6069/2018,2018-05-05 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6069",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300438","0",BRPA089,Bar Beira Rio,Registro - Instalação de apoio,BR,BRP,BRPA089,Em Operação,Privada,Registro - Instalação de apoio,WILQUENSLEY VAZ PAIXÃO,"28129040000157",Res. 6035/2018,,Av. Presidente Getúlio,S/N,,Centro,"68800000","1501808",,,,,,Amazonas,"-1.689","-50.488",Cadastro realizado pela GAP em 11/05/2018,Antaq,,Bar Beira Rio,28129040000157,WILQUENSLEY VAZ PAIXÃO,28129040000157,WILQUENSLEY VAZ PAIXÃO,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6035/2018,2018-04-21 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6035",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300439","0",BRPA092,Hidroviária Tapajós,Registro - Instalação de apoio,BR,BRP,BRPA092,Em Operação,Privada,Registro - Instalação de apoio,VIAÇÃO TAPAJÓS LTDA.,"06968418000173",Res. 6803/2019,,Margem Direita do Rio Tapajós,,,Centro,"68005005","1506807",,,,,,Tapajós,"-2.419","-54.721",Cadastro GAP 27/03/2019,Antaq,,Hidroviária Tapajós,6968418000173,VIAÇÃO TAPAJÓS LTDA.,6968418000173,VIAÇÃO TAPAJÓS LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6803/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6803",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300440","0",BRPA116,Atlântica Norte,Registro - Instalação de apoio,BR,BRP,BRPA116,Em Operação,Privada,Registro - Instalação de apoio,ATLÂNTICA NAVEGAÇÃO E LOGÍSTICA LTDA.,"07333400000168",Res. 6339/2018,,"Estrada da Maracacuera, KM 05",S/N Rua da Samal,,Icoaraci,"66815140","1501402",,,,,,Pará,"-1.292","-48.431",Cadastro feito pela GAP em 11/09/2018,Antaq,,Atlântica Norte,7333400000168,ATLÂNTICA NAVEGAÇÃO E LOGÍSTICA LTDA.,7333400000168,ATLÂNTICA NAVEGAÇÃO E LOGÍSTICA LTDA.,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6339/2018,2018-09-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300441","0",BRPA119,Point do Açaí,Registro - Instalação de apoio,BR,BRP,BRPA119,Em Operação,Privada,Registro - Instalação de apoio,F. O. NOBRE,"10957385000133",Res. 6556/2018,,Av. Presidente Getúlio Vargas,S/Nº,,Centro,"68800000","1501808",,,,,,Amazonas,"-1.691","-50.484","Processo 50300.011159/2017-08
SEI 0895608 (Relatório Técnico) -",Antaq,,Point do Açaí,10957385000133,F. O. NOBRE,10957385000133,F. O. NOBRE,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6556/2018,2018-12-02 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6556",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300442","0",BRPA123,E V da Silva Serviços- ME,Registro - Instalação de apoio,BR,BRP,BRPA123,Em Operação,Privada,Registro - Instalação de apoio,E V DA SILVA SERVICOS,"18082279000165",Res. 6805/2019,,TV PADRE JOAO BRAZ,,,Centro,"68170000","1503903",,,,,,Amazonas,"-2.15","-56.093",Atualização GAP 27/03/2019,Antaq,,E V da Silva Serviços- ME,18082279000165,E V DA SILVA SERVICOS,18082279000165,E V DA SILVA SERVICOS,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6805/2019,2019-03-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300443","0",BRPA125,Maar Navegação e Terminais Ltda,Registro - Instalação de apoio,BR,BRP,BRPA125,Em Operação,Privada,Registro - Instalação de apoio,MAAR NAVEGAÇÃO E TERMINAIS LTDA,"20792591000194",Res. 6357/2018,,Passagem da Olaria,"Rodovia Artur Bernardes, 96","166",Pratinha,"66816069","1501402",,,,,,Pará,"-1.372","-48.483",Cadastro realizado pela GAP em 25/09/2018,Antaq,,Maar Navegação e Terminais Ltda,20792591000194,MAAR NAVEGAÇÃO E TERMINAIS LTDA,20792591000194,MAAR NAVEGAÇÃO E TERMINAIS LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6357/2018,2018-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300444","0",BRPA126,Rampa de Acesso da Abramex Madeiras,Registro - Instalação de apoio,BR,BRP,BRPA126,Em Operação,Privada,Registro - Instalação de apoio,ABRAMEX COMÉRCIO E EXPORTAÇÃO DE MADEIRAS LT,"08990062000108",Res. 6376/2018,,Margem direita do rio Mojú,,,Distrito Industrial,"68450000","1504703",,,,,,Moju,"-2.151","-56.094",Atualizado por esta GAP em 26/09/2018,Antaq,,Rampa de Acesso da Abramex Madeiras,8990062000108,ABRAMEX COMÉRCIO E EXPORTAÇÃO DE MADEIRAS LTDA - EPP,8990062000108,ABRAMEX COMÉRCIO E EXPORTAÇÃO DE MADEIRAS LTDA - EPP,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6376/2018,2018-09-24 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300445","0",BRPA128,Flutuante Apoio Lady Min,Registro - Instalação de apoio,BR,BRP,BRPA128,Em Operação,Privada,Registro - Instalação de apoio,SILMAR NAVEGAÇÃO LTDA. - EPP,"03422575000190",Res. 6375/2018,,Alameda Horizonte Bentes da Cunha,,,Centro,"68170000","1503903",,,,,,Amazonas,"-1.891","-48.786",Atualizado por esta GAP em 08/10/2018.,Antaq,,Flutuante Apoio Lady Min,3422575000190,SILMAR NAVEGAÇÃO LTDA. - EPP,3422575000190,SILMAR NAVEGAÇÃO LTDA. - EPP,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6375/2018,2018-09-20 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300446","0",BRPA134,Terminal Boa Esperança Cametá,Registro - Instalação de apoio,BR,BRP,BRPA134,Em Operação,Privada,Registro - Instalação de apoio,COMERCIO E TRANSPORTES BOA ESPERANCA LTDA,"04787941000178",Res. 6739/2019,,Rua São João Batista,Bairro Central - Beira Mar,,Central,"68400000","1502103",,,,,,Tocantins,"-2.277","-49.381",Cadastro GAP 26/02/2019,Antaq,,Terminal Boa Esperança Cametá,4787941000178,COMERCIO E TRANSPORTES BOA ESPERANCA LTDA,4787941000178,COMERCIO E TRANSPORTES BOA ESPERANCA LTDA,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6739/2019,2019-02-19 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300447","0",BRPA135,Estaleiro e Tornearia do Candinho,Registro - Estaleiro,BR,BRP,BRPA135,Em Operação,Privada,Registro - Estaleiro,CANDIDO MACIEL DA SILVA - ME,"27269031000107",Res. 6433/2018,,Avenida Rui Barbosa,,,Liberdade,"68040185","1506807",,,,,,Tapajós,"-2.427","-54.745",Cadastrado pela GAP em 18/10/2018.,Antaq,,Estaleiro e Tornearia do Candinho,27269031000107,CANDIDO MACIEL DA SILVA - ME,27269031000107,CANDIDO MACIEL DA SILVA - ME,"9",Registro (RN 13/2016),"15",Registro - Estaleiro,Res. 6433/2018,2018-10-17 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300448","0",BRPA136,Industria de Madeira São Tomaz Eireli - EPP,Registro - Instalação de apoio,BR,BRP,BRPA136,Em Operação,Privada,Registro - Instalação de apoio,INDUSTRIA DE MADEIRA SÃO TOMAZ EIRELI - EPP,"08795150000140",Res. 6432/2018,,Avenida Martinho Monteiro,Ramal Manoel Pirão,,Murinim,"68795000","1501501",,,,,,Baía de Marajó,"-1.266","-48.339",Cadastrado pela GAP em 18/10/2018.,Antaq,,Industria de Madeira São Tomaz Eireli - EPP,8795150000140,INDUSTRIA DE MADEIRA SÃO TOMAZ EIRELI - EPP,8795150000140,INDUSTRIA DE MADEIRA SÃO TOMAZ EIRELI - EPP,"9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6432/2018,2018-10-17 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,NULL,NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
"300449","0",BRPA137,Reicon Santarém,Registro - Instalação de apoio,BR,BRP,BRPA137,Em Operação,Privada,Registro - Instalação de apoio,"REBELO INDÚSTRIA, COMÉRCIO E NAVEGAÇÃO LTDA.","05685961000109",Res. 6463/2018,,Avenida Amazonas,,"1104",Prainha,"68005410","1506807",,,,,,Baía de Guajará,"-2.431","-54.694",Cadastrado pela GAP em 18/10/2018.,Antaq,,Reicon Santarém,5685961000109,"REBELO INDÚSTRIA, COMÉRCIO E NAVEGAÇÃO LTDA.",5685961000796,"REBELO INDUSTRIA, COMERCIO E NAVEGACAO","9",Registro (RN 13/2016),"16",Registro - Instalação de apoio,Res. 6463/2018,2018-10-17 00:00:00.000,NULL,NULL,NULL,Em Operação,"2",NULL,NULL,"6463",NULL,Registro,C:\Users\Marcos Coelho\Documents\Tele-trabalho ANTAQ\MAPAS\SHP-Registro-26-01-2021\Registro.shp
